ID,title,descr,author_ID,stock,price,currency_code,genre_ID,isbn13,avg_rating,rating_count,publisher
9695598,The hounds of the Morrigan,"Mythology, Irish--Juvenile fiction;Children's fiction ; Fantasy",2035,1,13,USD,0,9780192752819,0,0,Oxford University Press
9695606,The piemakers,,631,1,45,USD,0,9780192753069,0,0,Oxford University Press
9695623,The Demon Headmaster and the prime minister's brain,"Demon Headmaster, (Fictitious character)--Juvenile fiction;Children's fiction",638,1,19,USD,0,9780192753724,0,0,Oxford University Press
9695625,The Demon Headmaster,"Demon Headmaster, (Fictitious character)--Juvenile fiction;Children's fiction",638,1,19,USD,0,9780192753748,0,0,Oxford University Press
9695669,Moby Dick,White whale--Juvenile fiction;Children's fiction,1797,1,39,USD,0,9780192781536,0,0,Oxford University Press
9695679,The Oxford treasury of world stories,,1174,1,11,USD,0,9780192781819,0,0,Oxford University Press
9695953,The wonderful wizard of Oz,Oz (Imaginary place)--Juvenile fiction ; Wizard of Oz (Fictitious character)--Juvenile fiction;Children's fiction ; Fantasy ; Utopian fiction,199,1,15,USD,0,9780192839305,0,0,Oxford University Press
9698775,Oxford companion to children's literature,,474,1,24,USD,0,9780198602286,0,0,Oxford University Press
9700948,The Twits,,655,1,15,USD,0,9780224064910,0,0,Cape Children's
9700949,Esio trot,Size--Juvenile fiction ; Turtles--Juvenile fiction;Children's fiction,655,1,39,USD,0,9780224064927,0,0,Jonathan Cape
9700951,Borka : the adventures of a goose with no feathers,,422,1,37,USD,0,9780224064941,0,0,Cape Children's
9700961,The puddleman,Grandfathers--Pictorial works--Juvenile fiction ; Grandparent and child--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,354,1,31,USD,0,9780224070096,0,0,Cape Children's
9702114,The secret garden,Gardens--Juvenile fiction ; Yorkshire (England)--Juvenile fiction ; Readers;Children's fiction,946,1,30,USD,0,9780237525354,0,0,Evans
9702124,The making of Goodnight Mr Tom,Goodnight Mr Tom (Television program)--Juvenile literature;Children's literature,937,1,17,USD,0,9780237525477,0,0,Evans
9702383,The very quiet cricket,Crickets--Pictorial works--Juvenile fiction ; Sound production by insects--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,470,1,35,USD,0,9780241137857,0,0,Hamish Hamilton
9702972,Roverandom,Dogs--Juvenile fiction ; Dragons--Juvenile fiction;Children's fiction ; Fantasy,2690,1,39,USD,0,9780261103542,0,0,HarperCollins
9710411,Dig dig digging,Motor vehicles--Juvenile literature;Children's literature,1788,1,18,USD,0,9780805068405,0,0,Orchard
9712570,The discovery of dragons,,186,1,18,USD,0,9780810932371,0,0,Harry N. Abrams
9712607,The great kettles : a tale of time,Space and time--Juvenile fiction;Children's fiction,1923,1,43,USD,0,9780810933965,0,0,Harry N. Abrams
9712674,Romeo and Juliet,,,1,23,USD,0,9780810937994,0,0,Harry N. Abrams
9713876,The moon ring,African American girls--Juvenile fiction;Children's fiction,781,1,36,USD,0,9780811834872,0,0,Chronicle
9713981,Mommy hugs,Parent and child--Pictorial works--Juvenile fiction ; Animals--Infancy--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1128,1,36,USD,0,9780811839167,0,0,Chronicle Children's
9716657,Ka-ha-Si and the loon : an Eskimo legend,Inuit--Juvenile fiction;Children's fiction ; Folk tale or fairy tale,564,1,27,USD,0,9780816723591,0,0,Troll
9716658,Dancing drum : a Cherokee legend,Cherokee Indians--Juvenile fiction ; Cherokee Indians--United States--Juvenile literature;Children's fiction,564,1,10,USD,0,9780816723621,0,0,Troll
9718996,A yoga parade of animals : a first fun picture book of yoga,,1727,1,41,USD,0,9781901881899,0,0,Element Children's
9720844,Brave bear,Fear--Pictorial works--Juvenile fiction;Children's fiction,1732,1,47,USD,0,9781903012079,0,0,Cat's Whiskers
9720869,Vlad the Drac,Vampires--Great Britain--Juvenile fiction;Children's fiction,2679,1,50,USD,0,9781903015223,0,0,Barn Owl
9720870,The blood-and-thunder adventure on Hurricane Peak,,1726,1,14,USD,0,9781903015230,0,0,Barn Owl
9720871,"Mortimer, Arabel and the escaped black mamba",Rumor--Juvenile fiction ; Ravens--Juvenile fiction ; Mortimer (Fictitious character)--Juvenile fiction ; Arabel (Fictitious character)--Juvenile fiction;Children's fiction,30,1,19,USD,0,9781903015247,0,0,Barn Owl
9720875,Apricots at midnight,Quilts--Juvenile fiction;Children's fiction,1009,1,26,USD,0,9781903015292,0,0,Barn Owl
9721472,Brendon Chase,,126,1,29,USD,0,9781903252000,0,0,Jane Nissen
9721473,The country child,England--Social life and customs--Juvenile fiction;Children's fiction,2729,1,25,USD,0,9781903252017,0,0,Jane Nissen
9722046,The witch trade,Witches--Juvenile fiction;Children's fiction ; Fantasy,1888,1,45,USD,0,9781903434529,0,0,Chicken House
9722055,"Cluck, cluck who's there?",Chickens--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work ; Toy or moveable book,1785,1,36,USD,0,9781903434949,0,0,Chicken House
9724581,The princess knight,Knights and knighthood--Pictorial works--Juvenile fiction ; Princesses--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,971,1,14,USD,0,9781904442141,0,0,Chicken House
9724761,"See you later, Alligator!",,1524,1,22,USD,0,9781904550051,0,0,Child's Play
9734246,Mog and Barnaby,,1469,1,41,USD,0,9780001959781,0,0,
9734996,The trouble with Gran,,568,1,20,USD,0,9780006628736,0,0,Picture Lions
9735110,The secret path,,441,1,37,USD,0,9780006645054,0,0,Picture Lions
9735119,Thursday's child,,2604,1,44,USD,0,9780006715061,0,0,Collins
9735122,The voyage of the Dawn Treader,,1610,1,21,USD,0,9780006716655,0,0,Lions
9735126,The last battle,,1610,1,19,USD,0,9780006716693,0,0,Lions
9735141,Street child,,752,1,50,USD,0,9780006740209,0,0,Lions
9735158,The dancing bear,,1918,1,37,USD,0,9780006745112,0,0,Young Lions
9735170,The enchanted horse,,1966,1,18,USD,0,9780006747215,0,0,Young Lions
9735183,Little farm in the Ozarks,,1691,1,28,USD,0,9780006750314,0,0,Lions
9735206,Shocks for the Chalet School,,348,1,33,USD,0,9780006904014,0,0,Armada
9735222,Ride like the wind,,1589,1,16,USD,0,9780006920878,0,0,Lions
9735228,Night of the red horse,,1589,1,37,USD,0,9780006922094,0,0,Lions
9735236,Shadow the sheepdog,,306,1,31,USD,0,9780006923046,0,0,Armada
9735237,The boy next door,,306,1,40,USD,0,9780006923053,0,0,Armada
9735246,The mystery of the disappearing floor,,743,1,25,USD,0,9780006924920,0,0,Armada
9735247,The clue of the broken blade,,743,1,49,USD,0,9780006925026,0,0,Armada
9735256,"Biggles, pioneer air fighter",,1389,1,30,USD,0,9780006926054,0,0,Armada
9735550,The suitcase kid,,2879,1,30,USD,0,9780440863113,0,0,Yearling
9747758,Journey to the river sea,Orphans--Amazon River Region ; Amazon River Region--Juvenile fiction;Adventure ; Children's fiction,1342,1,22,USD,0,9780333947401,0,0,Macmillan
9748019,The challenge,Border collie--Juvenile fiction ; Jess (Fictitious character)--Juvenile fiction;Children's fiction,672,1,27,USD,0,9780340704394,0,0,Hodder Children's
9748254,Good old Secret Seven,Secret Seven (Fictitious characters)--Juvenile fiction;Adventure ; Children's fiction,306,1,33,USD,0,9780340773161,0,0,Hodder Children's
9748269,Mare in the meadow,Animal Ark (Imaginary organization)--Juvenile fiction;Children's fiction,672,1,13,USD,0,9780340778838,0,0,Hodder Children's
9748326,Thing,Kipper (Fictitious character)--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,1349,1,12,USD,0,9780340788493,0,0,Hodder Children's
9748330,The Whitby witches,Orphans--England--Whitby--Juvenile fiction;Children's fiction ; Fantasy,1377,1,30,USD,0,9780340788684,0,0,Hodder Children's
9748331,A warlock in Whitby,Orphans--England--Whitby--Juvenile fiction;Children's fiction ; Fantasy,1377,1,38,USD,0,9780340788691,0,0,Hodder Children's
9748357,Dolphin luck,Robinson family (Fictitious characters)--Juvenile fiction ; Brogan family (Fictitious characters)--Juvenile fiction;Children's fiction ; Humour or satire,1817,1,48,USD,0,9780340791868,0,0,Hodder Children's
9748388,The divorce express,Broken homes--Juvenile fiction;Children's fiction,675,1,10,USD,0,9780340795392,0,0,Hodder Children's
9748393,"Go ahead, Secret Seven",Secret Seven (Fictitious characters)--Juvenile fiction;Children's fiction ; Detective and mystery fiction,306,1,50,USD,0,9780340796405,0,0,Hodder Children's
9748394,"Good work, Secret Seven",Secret Seven (Fictitious characters)--Juvenile fiction;Children's fiction ; Detective and mystery fiction,306,1,41,USD,0,9780340796412,0,0,Hodder Children's
9748395,Dark of the moon,,2121,1,46,USD,0,9780340796610,0,0,Hodder Children's
9906369,The river of adventure,,306,1,47,USD,0,9780330301763,0,0,Macmillan
9906370,The circus of adventure,,306,1,28,USD,0,9780330301749,0,0,Macmillan
9908536,The new house at the Chalet School,Chalet School (Imaginary organization)--Juvenile fiction;Children's fiction,348,1,13,USD,0,9780006918028,0,0,Collins
9909107,Andersen's fairy tales,"Children's stories, Danish--Translations into English ; Fairy tales--Denmark;Translations into English",65,1,34,USD,0,9781853261008,0,0,Wordsworth Classics
9909109,Grimm's fairy tales,"Children's stories, German--Translations into English ; Fairy tales--Germany;Translations into English",1106,1,27,USD,0,9781853261015,0,0,Wordsworth Classics
9909132,Far to go,Orphanages--England--Juvenile fiction ; Orphans--England--London--Juvenile fiction ; Child actors--England--London--Juvenile fiction ; Revenge--Juvenile fiction ; Housemothers--England--Juvenile fiction ; Kidnapping--England--London--Juvenile fiction;Children's fiction,2604,1,20,USD,0,9780006714224,0,0,Collins
9909787,"Are you there, God? It's me, Margaret",Teenage girls--Fiction ; Female friendship--Fiction ; Jewish girls--Fiction;Fiction ; Young adult fiction,303,1,48,USD,0,9780330262446,0,0,Gollancz ; Macmillan
9911111,Mrs Pepperpot's outing,"Pepperpot, Mrs. (Fictitious character)--Juvenile fiction;Children's fiction",2211,1,48,USD,0,9780099574101,0,0,Red Fox
9911727,Mẹ tôi dó = That's my mum,Racially mixed children--Pictorial works--Juvenile fiction ; Mothers and daughters--Pictorial works--Juvenile fiction ; Mothers and sons--Pictorial works--Juvenile fiction;Children's fiction ; Pictorial work,168,1,45,USD,0,9781852696061,0,0,Mantra
9921540,Secret Seven mystery,,306,1,27,USD,0,9780340148792,0,0,Knight
9921541,"Three cheers, Secret Seven",,306,1,25,USD,0,9780340104286,0,0,Knight
9921708,The 'Dolphin' crossing,,2106,1,14,USD,0,9780140304572,0,0,Puffin
9921784,The workhouse child,,2633,1,25,USD,0,9780140305159,0,0,Puffin
9925407,The kingdom under the sea and other stories,,30,1,30,USD,0,9780140306415,0,0,Puffin
9925408,The kingdom under the sea and other stories,,30,1,35,USD,0,9780224618823,0,0,Cape
9925418,Another lucky dip,,32,1,23,USD,0,9780140306071,0,0,Penguin
9925823,Carrie's war,,201,1,35,USD,0,9780140306897,0,0,Puffin
9925935,More tales from the End Cottage,,225,1,32,USD,0,9780140305296,0,0,Penguin
9925994,The Wombles,,244,1,47,USD,0,9780140305722,0,0,Penguin
9926066,Poor Cecco : the wonderful story of a wonderful dog who was the jolliest toy in the house until he went out to explore the world,,257,1,45,USD,0,9780233964676,0,0,Deutsch
9926725,Codes and secret writing,,2942,1,49,USD,0,9780330028226,0,0,
9927136,"The dribblesome teapots, and other incredible stories",,1331,1,35,USD,0,9780140304909,0,0,Penguin
9927140,The peculiar triumph of Professor Branestawm,,1331,1,19,USD,0,9780140305470,0,0,Penguin
9927596,Lots more tell me why,,1595,1,37,USD,0,9780600354765,0,0,Odhams
9927664,A pony in the luggage,,1626,1,22,USD,0,9780140305654,0,0,Penguin
9927672,The magic pudding : being the adventures of Bunyip Bluegum and his friends Bill Barnacle & Sam Sawnoff,,1631,1,18,USD,0,9780140300987,0,0,Penguin
9927709,The whispering knights,,1645,1,45,USD,0,9780434948918,0,0,Heinemann
9928088,Mrs Frisby and the rats of Nimh,,2022,1,44,USD,0,9780140307252,0,0,Puffin
9928453,The little prince,,2375,1,11,USD,0,9780330239455,0,0,
9928590,And to think that I saw it on Mulberry Street,,2435,1,35,USD,0,9780001950030,0,0,Collins
9929261,A castle of bone,,875,1,41,USD,0,9780140306927,0,0,Puffin
9929262,Charlotte sometimes,,875,1,41,USD,0,9780140305623,0,0,Penguin
9929504,Blaze finds forgotten roads,,66,1,17,USD,0,9780027013405,0,0,Collier-Macmillan ; Macmillan
9929995,Angry river,,313,1,31,USD,0,9780140306484,0,0,Puffin
9930000,The tales of Olga da Polga,,312,1,41,USD,0,9780140305005,0,0,Penguin
9930066,The Enchanted Wood,,306,1,26,USD,0,9780603032837,0,0,Dean
9930067,The magic Faraway Tree,,306,1,36,USD,0,9780603032813,0,0,Dean
9930071,More about Amelia Jane!,,306,1,39,USD,0,9780603032974,0,0,Dean
9930076,Come to the circus!,,306,1,31,USD,0,9780603032981,0,0,Dean
9930077,The second form at St Clare's,,306,1,14,USD,0,9780416702200,0,0,Methuen
9930080,Hurrah for the circus!,,306,1,34,USD,0,9780603032929,0,0,Dean
9930085,Circus days again,,306,1,16,USD,0,9780603032950,0,0,Dean
9930086,"Dont be silly, Mr. Twiddle!",,306,1,44,USD,0,9780603032806,0,0,Dean
9930087,Mr Pink-Whistle's party,,306,1,46,USD,0,9780603032790,0,0,Dean
9930094,Brer Rabbit and the wonderful tar-baby,,306,1,40,USD,0,9780340184301,0,0,Knight
9930098,Adventures of the wishing-chair,,306,1,44,USD,0,9780603032820,0,0,Dean
9930209,Gumdrop : the adventures of a vintage car,,275,1,35,USD,0,9780330232845,0,0,
9930563,The minnipins,,1457,1,34,USD,0,9780140304961,0,0,Penguin
9930784,"Jennifer, Hecate, Macbeth, and me",,1513,1,45,USD,0,9780140305890,0,0,Puffin
9931359,Where's my girl?,,2392,1,12,USD,0,9780001602106,0,0,Collins
9931709,The witch in the cherry tree,,1726,1,18,USD,0,9780460058841,0,0,Dent
9932253,A gift from Winklesea,,631,1,14,USD,0,9780140304930,0,0,Penguin
9932394,The magic finger,,655,1,48,USD,0,9780140307047,0,0,Puffin
9932395,Fantastic Mr Fox,,655,1,16,USD,0,9780140306767,0,0,Puffin
9932396,James and the giant peach,,655,1,49,USD,0,9780140306231,0,0,Puffin
9932397,Charlie and the chocolate factory,,655,1,10,USD,0,9780140305999,0,0,Penguin
9932410,The bears on Hemlock Mountain,,663,1,16,USD,0,9780140305821,0,0,Puffin
9932901,The Tomorrow People in 'The visitor',,1095,1,13,USD,0,9780330234771,0,0,
9933088,Orlando (the marmalade cat) - The Frisky Housewife,,1140,1,26,USD,0,9780224007535,0,0,Cape
9933919,3 in 1 (a picture of God),,1761,1,40,USD,0,9780570034193,0,0,Concordia
9933974,Fattypuffs and Thinifers,,1780,1,40,USD,0,9780140305180,0,0,Penguin
9934132,A dictionary of monsters and mysterious beasts,,1862,1,47,USD,0,9780330240741,0,0,
9934523,Pollyanna,,2176,1,17,USD,0,9780140303988,0,0,Puffin
9934538,The sly old cat,,2181,1,19,USD,0,9780723214205,0,0,F. Warne
9934612,The Tomorrow People in 'Three in three',,2202,1,41,USD,0,9780330241052,0,0,
9934711,Mary Plain goes to America,,2223,1,22,USD,0,9780340149065,0,0,Knight
9934986,The kingdom of Carbonel,,2485,1,39,USD,0,9780140304947,0,0,Penguin
9935032,No way of telling,,2499,1,19,USD,0,9780370012360,0,0,Bodley Head
9935552,Princess Penelope's 365 dresses,,1885,1,41,USD,0,9780722015315,0,0,Sheed & Ward
9935578,Samson's hoard,,2746,1,39,USD,0,9780001847712,0,0,Collins
9935624,Bottersnikes and Gumbles,,2766,1,21,USD,0,9780140305500,0,0,Penguin
9935989,Dinosaurs,,2796,1,26,USD,0,9780330028004,0,0,
9936119,Charlotte's web,,2831,1,50,USD,0,9780140301854,0,0,Penguin
9936200,Farmer boy,,2847,1,27,USD,0,9780140305685,0,0,Penguin
9936201,The lazy bear,,2848,1,10,USD,0,9780192796936,0,0,Oxford University Press
9936459,Harlequin and the gift of many colours,,509,1,50,USD,0,9780722660508,0,0,Kestrel
9937004,The boy with the bronze axe,,892,1,27,USD,0,9780140305630,0,0,Penguin
9937092,Beebo and the Fizzimen,,912,1,26,USD,0,9780224010924,0,0,Cape
9937106,Chitty Chitty Bang Bang : the complete adventures of the magical car,,915,1,49,USD,0,9780224005357,0,0,Cape
9937164,The cricket term,,929,1,17,USD,0,9780571106325,0,0,Faber
9938102,The house that Beebo built,,912,1,27,USD,0,9780224010917,0,0,Cape
9938212,Hilda Boswell's treasury of children's stories : a new anthology of stories for the young,,323,1,13,USD,0,9780001371040,0,0,Collins
9938455,Further doings of Milly-Molly-Mandy,,362,1,26,USD,0,9780140305845,0,0,Penguin
9938472,More of Milly-Molly-Mandy,,362,1,12,USD,0,9780140305531,0,0,Penguin
9939184,A dream of Sadler's Wells,,1248,1,30,USD,0,9780330028981,0,0,
9939185,Masquerade at the Wells,,1248,1,44,USD,0,9780330029018,0,0,
9939187,Veronica at the Wells,,1248,1,26,USD,0,9780330029001,0,0,
9939225,The funny guy,,1275,1,42,USD,0,9780140307436,0,0,Puffin
9939329,Anne of Green Gables,,1897,1,42,USD,0,9780140470307,0,0,Penguin
9940420,Babar and the professor,,397,1,39,USD,0,9780416088908,0,0,Methuen
9940454,Speaking of Jennings!,,402,1,21,USD,0,9780001621169,0,0,Collins
9941113,51 Sycamore Lane,,2443,1,34,USD,0,9780027823400,0,0,Collier-Macmillan ; Macmillan
9941143,Octopus,,2447,1,15,USD,0,9780437900821,0,0,World's Work
9942077,Black Jack,,991,1,20,USD,0,9780140304893,0,0,Penguin
9942082,"Mr Corbett's ghost, and other stories",,991,1,41,USD,0,9780140305104,0,0,Penguin
10022454,James and the giant peach : a children's story,,655,1,31,USD,0,9780048230782,0,0,Allen & Unwin
10022455,Fantastic Mr Fox,,655,1,34,USD,0,9780048230966,0,0,Unwin Hyman
10022464,The Father Christmas letters,,2690,1,39,USD,0,9780048231307,0,0,Allen & Unwin
10022478,The Father Christmas letters,,2690,1,37,USD,0,9780048231482,0,0,Unwin
10023366,Each peach pear plum,,26,1,44,USD,0,9780050044063,0,0,Oliver & Boyd
10023941,Magic and the night river,,407,1,16,USD,0,9780060209124,0,0,Harper & Row
10023967,Going to town,,,1,42,USD,0,9780060230128,0,0,HarperCollins
10023976,A small sheep in a pear tree,,1653,1,42,USD,0,9780060239527,0,0,Harper & Row
10024007,There's a rainbow in my closet,,2605,1,46,USD,0,9780060260828,0,0,Harper & Row
10025433,Doctor De Soto goes to Africa,,2561,1,35,USD,0,9780062050021,0,0,HarperCollins ; Michael di Capua
10026063,The runaway bunny,,380,1,34,USD,0,9780064430180,0,0,Harper & Row
10026065,Bently and Egg,,1415,1,29,USD,0,9780064433525,0,0,HarperCollins
10026066,The cow buzzed,,2943,1,48,USD,0,9780064434102,0,0,HarperCollins
10030909,Coral reef,,2464,1,10,USD,0,9780070579705,0,0,Learning Triangle Press
10040359,The colt at Taparoo,,1879,1,34,USD,0,9780091300807,0,0,Hutchinson
10041556,Fox's feud,,673,1,33,USD,0,9780091494001,0,0,Hutchinson
10042113,The Tomorrow People in 'The lost gods' with 'Hitler's last secret' and 'The Thargon menace',,2202,1,29,USD,0,9780330256148,0,0,
10042161,More Irish fairy tales,,708,1,21,USD,0,9780330256698,0,0,
10042179,It's not the end of the world,,303,1,39,USD,0,9780330256896,0,0,
10042180,"Then again, maybe I won't",,303,1,42,USD,0,9780330256902,0,0,
10042419,Elephants don't sit on cars,,2877,1,38,USD,0,9780330260053,0,0,
10042458,Otherwise known as Sheila the Great,,303,1,26,USD,0,9780330260510,0,0,
10042583,The animals of Farthing Wood,,673,1,24,USD,0,9780330261876,0,0,Heinemann ; Piccolo
10042627,"Are you there, God? It's me, Margaret",,303,1,30,USD,0,9780330262446,0,0,Piccolo
10042697,Blubber,,303,1,34,USD,0,9780330263290,0,0,Heinemann ; Piccolo
10042915,Iggie's House,,303,1,17,USD,0,9780330266826,0,0,Piccolo
10043452,Ella at the Wells,,1248,1,41,USD,0,9780330286176,0,0,Piccolo
10043507,Return to the Wells,,1248,1,46,USD,0,9780330287159,0,0,Piccolo
10043695,Alice through the needle's eye : a third adventure for Lewis Carroll's 'Alice',,16,1,14,USD,0,9780330291583,0,0,Picador
10043711,Principal rôle,,1248,1,50,USD,0,9780330291804,0,0,Piccolo
10043956,The not-just-anybody family,,445,1,40,USD,0,9780330299749,0,0,Bodley Head ; Piper
10043999,The ship of adventure,,306,1,10,USD,0,9780330301725,0,0,Piper
10044000,The sea of adventure,,306,1,13,USD,0,9780330301732,0,0,Piper
10044001,The circus of adventure,,306,1,27,USD,0,9780330301749,0,0,Piper
10044002,The island of adventure,Tunnels--England--Cornwall (County)--Juvenile fiction ; Abandoned mines--England--Cornwall (County)--Juvenile fiction ; Islands--England--Cornwall (County)--Juvenile fiction;Adventure ; Children's fiction,306,1,12,USD,0,9780330301756,0,0,Macmillan
10044003,The river of adventure,,306,1,17,USD,0,9780330301763,0,0,Piper
10044005,The castle of adventure,Castles--Juvenile fiction;Adventure ; Children's fiction,306,1,40,USD,0,9780330301787,0,0,Macmillan
10044059,Just as long as we're together,,303,1,47,USD,0,9780330304740,0,0,Pan Macmillan
10044137,Bonny's big day,,1231,1,18,USD,0,9780330309004,0,0,Piper
10044163,Hatchet,,2114,1,22,USD,0,9780330310451,0,0,Macmillan ; Piper
10044307,Two weeks with the Queen,,1033,1,23,USD,0,9780330313766,0,0,Piper
10044696,Fudge-a-mania,,303,1,49,USD,0,9780330320511,0,0,Piper
10044796,Absolutely normal chaos,,630,1,10,USD,0,9780330322263,0,0,Pan Macmillan Children's
10044890,The diddakoi,,1038,1,39,USD,0,9780330323970,0,0,Piper
10044945,Thursday's children,,1038,1,43,USD,0,9780330324793,0,0,Pan Piper
10044960,Earth to Matthew,,675,1,21,USD,0,9780330325011,0,0,Piper
10045184,Walk two moons,,630,1,33,USD,0,9780330330008,0,0,Pan Macmillan Children's
10045319,Blabber mouth,,1033,1,13,USD,0,9780330332835,0,0,Pan Macmillan Children's
10045512,Harris and me : a summer remembered,,2114,1,48,USD,0,9780330336956,0,0,Piper Macmillan Children's
10045580,No castanets at the Wells,,1248,1,26,USD,0,9780330338714,0,0,Piper
10045657,"Lockie Leonard, human torpedo",,2894,1,22,USD,0,9780330340670,0,0,Macmillan
10045717,Chasing Redbird,,630,1,20,USD,0,9780330342131,0,0,Macmillan
10045860,The Castle of Inside Out,,2877,1,47,USD,0,9780330345163,0,0,Macmillan
10046024,Star paws,Dogs--Juvenile fiction ; Animal welfare--Juvenile fiction ; King Street Kennels (Imaginary place)--Juvenile fiction;Children's fiction,661,1,19,USD,0,9780330349093,0,0,Macmillan
10046366,Magical stories for six year olds,,,1,43,USD,0,9780330368582,0,0,Macmillan
10046403,Sam & Delilah,Dogs--Juvenile fiction ; Animal welfare--Juvenile fiction;Children's fiction,661,1,43,USD,0,9780330369404,0,0,Macmillan
10046582,Christmas sonata,,2114,1,31,USD,0,9780330372763,0,0,Macmillan
10046999,Just crazy!,,1103,1,19,USD,0,9780330397278,0,0,Macmillan
10047000,Just kidding,"Children's stories, Australian ; Practical jokes--Juvenile fiction;Children's fiction",1103,1,41,USD,0,9780330397285,0,0,Macmillan
10047002,Out of the ashes,Foot-and-mouth disease--England--Devon--Juvenile fiction ; Farm life--England--Devon--Juvenile fiction;Children's fiction,1918,1,15,USD,0,9780330397322,0,0,Macmillan
10047022,Chasing Redbird,Bereavement--Fiction ; Trails--Kentucky--Fiction;Fiction ; Young adult fiction,630,1,19,USD,0,9780330397827,0,0,Macmillan
10047023,Bloomability,Americans--Switzerland--Fiction ; Boarding schools--Switzerland--Fiction;Fiction ; Young adult fiction,630,1,31,USD,0,9780330397841,0,0,Macmillan
10047024,The machine gunners,"World War, 1939-1945--Great Britain--Juvenile fiction;Children's fiction",2824,1,29,USD,0,9780330397858,0,0,Macmillan
10047028,The fib and other stories,,1574,1,32,USD,0,9780330397957,0,0,Macmillan
10047032,Not just a witch,Witches--Juvenile fiction;Children's fiction,1342,1,44,USD,0,9780330397995,0,0,Macmillan
10047033,Which witch?,Witches--Juvenile fiction;Children's fiction,1342,1,50,USD,0,9780330398008,0,0,Macmillan
10047040,"Bad, badder, baddest",Divorce--Fiction ; Friendship--Fiction ; Schools--Fiction;Fiction ; Young adult fiction,2759,1,33,USD,0,9780330398220,0,0,Macmillan
10047042,Water wings,Children and death--Juvenile fiction ; Children's secrets--Juvenile fiction ; Grandparent and child--Juvenile fiction ; Grandmothers--Juvenile fiction;Children's fiction,1033,1,45,USD,0,9780330398251,0,0,Macmillan
10047043,Dial a ghost,,1342,1,23,USD,0,9780330398268,0,0,Macmillan
10047050,The mountain of adventure : The ship of adventure,,306,1,33,USD,0,9780330398374,0,0,Macmillan
10047052,The haunting of Hiram,,1342,1,29,USD,0,9780330398428,0,0,Macmillan
10047062,Pogo and Pip,Hamsters--Juvenile fiction ; Guinea pigs--Juvenile fiction;Children's fiction,661,1,35,USD,0,9780330398541,0,0,Macmillan
10047069,The watch house,,2824,1,12,USD,0,9780330398633,0,0,Macmillan
10047070,A time of fire,"World War, 1939-1945--Aerial operations, German--Juvenile fiction ; World War, 1939-1945--Campaigns--Great Britain--Juvenile fiction ; Grandparents as parents--Juvenile fiction ; World War, 1939-1945--Children--Juvenile fiction ; Bombing, Aerial--Great Britain--Juvenile fiction;Children's fiction",2824,1,42,USD,0,9780330398640,0,0,Macmillan
10047071,Red sky in the morning,People with disabilities--Juvenile fiction ; Bereavement--Juvenile fiction;Children's fiction,1541,1,49,USD,0,9780330398671,0,0,Macmillan
10047081,Jingle belle,King Street Kennels (Imaginary organization)--Juvenile fiction;Children's fiction,661,1,20,USD,0,9780330399067,0,0,Macmillan
10047084,Black angels,Georgia--Race relations--Juvenile fiction;Children's fiction,1950,1,10,USD,0,9780330399098,0,0,Macmillan
10047096,Puppy fat,"Parents--Juvenile fiction ; Beauty, Personal--Juvenile fiction;Children's fiction",1033,1,18,USD,0,9780330399975,0,0,Macmillan
10047110,The day my bum went psycho,,1103,1,27,USD,0,9780330400893,0,0,Macmillan
10047114,The mum hunt,Motherless families--Juvenile fiction;Children's fiction,2251,1,21,USD,0,9780330410120,0,0,Macmillan
10047179,Fairy dust,"Skye, Island of (Scotland)--Juvenile fiction ; Fairies--Juvenile fiction;Children's fiction",2251,1,28,USD,0,9780330415545,0,0,Macmillan
10047184,Bootleg,Authoritarianism--Juvenile literature ; Chocolate--Juvenile fiction ; Health promotion--Juvenile fiction ; Boys--Juvenile literature;Children's fiction ; Children's literature ; Novel,2448,1,23,USD,0,9780330415620,0,0,Macmillan
10047190,Hoot,Owls--Florida--Juvenile fiction ; Nature conservation--Florida--Juvenile fiction ; Boys--Florida--Juvenile fiction;Children's fiction,1234,1,50,USD,0,9780330418096,0,0,Macmillan
10047311,AK,Ethnic relations--Fiction ; Child soldiers--Africa--Fiction ; Children and peace--Fiction;Fiction ; Young adult fiction,730,1,13,USD,0,9780330482042,0,0,Macmillan
10047406,Lily finds a friend,Puppies--Juvenile fiction;Children's fiction,661,1,35,USD,0,9780330484268,0,0,Macmillan
10048418,Mr McFadden's Hallowe'en,,1038,1,34,USD,0,9780333186541,0,0,Macmillan
10049687,The story of an English village,City and town life--England--History--Pictorial works--Juvenile literature ; Toy and movable books--Specimens ; Cities and towns--England--Growth--Pictorial works--Juvenile literature ; England--Social life and customs--Pictorial works ; England--Villages--Social conditions--1300-1977;Children's literature ; Specimen,1045,1,40,USD,0,9780333238356,0,0,Macmillan
10050839,The nursery 'Alice',,481,1,12,USD,0,9780333273869,0,0,Godfrey Cave ; Macmillan
10051171,The hawk of May,,1569,1,39,USD,0,9780333283967,0,0,Macmillan
10051420,Alice's adventures in Wonderland,,481,1,25,USD,0,9780333290385,0,0,Macmillan
